run_name,duration,min_region_bytes,max_region_bytes,mean_region_bytes,std_region_bytes,overall_dedup,mean_domain_phys,std_domain_phys,min_domain_phys,max_domain_phys,mean_domain_logical,std_domain_logical,min_domain_logical,max_domain_logical,mean_pod_phys,std_pod_phys,min_pod_phys,max_pod_phys,mean_pod_logical,std_pod_logical,min_pod_logical,max_pod_logical,pod1 dedup,pod2 dedup,pod3 dedup,pod4 dedup,pod5 dedup,pod6 dedup,pod7 dedup,pod8 dedup,run_num,domains_per_pod,num_pods,region_algo,region_size,min_region,max_region,main_d,second_d,num_mask_bits,assign_algo,q_learning,epsilon,q_penalty,dataset
ex2-run64,3.52421329021454,78126,7356393,7303218.26139991,446470.791196731,10.3,8321166.73030708,5600041.59127859,439386,48812878,85532484.0974633,94519023.8481385,5519708,742043445,779069235.125,54049068.2967991,683161484,867268952,8007978823.625,671876472.241764,7179565285,8967212098,9.2,12.1,10,9.2,10.3,10.8,11,9.8,64,128,8,AE,8,4,12,-,-,-,MAX_FINGERPRINT,-,-,-,1
ex2-run65,4.79469057718913,49819,6291456,4755427.03610082,1506810.82735513,16.2,30914678.0078125,12833376.4191579,6990989,83971717,501177427.476563,592519648.655336,15091946,4124340609,494634848.125,36209744.8660357,458713100,561936424,8018838839.625,1833634115.54088,6369472489,12064739018,15.8,17.3,13.8,21.5,13.7,16.2,15.8,14.7,65,16,8,TTTD,4,2,6,540,270,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex2-run66,4.54407096703847,151655,12582876,7440351.50974252,2893073.57143642,17.6,28427110.328125,16639117.3525429,383606,101012948,501177427.476563,624499754.373861,5428144,2882044626,454833765.25,61558436.3015647,387837696,550632228,8018838839.625,2528053925.88417,4944420623,12255136570,18.7,17,12.7,22.3,14.3,13.8,20.4,19.4,66,16,8,TTTD,8,4,12,540,270,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex2-run67,4.21840348641078,38472,5259263,5228035.42598187,256186.525950576,5,99947195.1953125,18713105.1207889,6070490,190924332,500216795.796875,121611768.657213,10496615,887233496,1599155123.125,68889631.3398318,1502005831,1681456504,8003468732.75,425108397.570584,7430023905,8610304146,5.1,5.1,5.2,5.2,4.9,4.5,4.9,5.1,67,16,8,AE,4,2,6,-,-,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex2-run68,4.24246264298757,78126,7356393,7303218.26139991,446470.791196731,4.8,105315333.148438,18452308.0255545,53981916,149006819,500498676.476563,136160100.77491,208989411,886035913,1685045330.375,55553395.5528498,1615668217,1767383884,8007978823.625,335566407.689233,7616522265,8515805254,4.7,4.8,5,4.4,4.6,4.8,5,4.6,68,16,8,AE,8,4,12,-,-,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex0-run69,4.20694750547409,57977,4194304,4171318.7279407,223178.73041632,5.2,96695403.1796875,13555105.9673222,68440073,146818864,501177427.476563,106575748.073552,301491670,807356143,1547126450.875,33724449.8354471,1496890833,1584715270,8018838839.625,293938281.773222,7569884621,8490161697,5.1,5.1,5.4,5.2,5.4,5.1,5.2,5,69,16,8,FIXED-SIZE,4,-,-,-,-,-,FIRST_FINGERPRINT_7,-,-,-,1
ex0-run70,4.09811160564423,256301,8388602,8320455.3459144,592834.028749182,4.8,104184435.507813,19597597.9846224,54753133,150170951,501177427.476563,135262168.484053,159240118,838375949,1666950968.125,87747353.4448909,1520224044,1770858251,8018838839.625,661648403.929085,6761669552,8878235137,4.8,5,4.9,4.6,5.1,4.4,4.8,4.9,70,16,8,FIXED-SIZE,8,-,-,-,-,-,FIRST_FINGERPRINT_7,-,-,-,1
ex0-run71,3.44421828985214,312987,6291433,5360186.39012366,1318050.01634956,15.7,32020478.5,13215316.0976805,3879734,113261517,501177427.476563,530983747.821054,6285916,3996579154,512327656,53094871.4904284,442041644,583543885,8018838839.625,2496254851.00229,4812109908,12951989872,21.4,16.2,11.7,14.4,8.7,12.3,27.2,15.9,71,16,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,-,-,-,1
ex0-run72,3.28325329224269,1764555,12582884,9456177.87691628,2926122.83562131,17,29516774.0390625,18971573.8222785,4043047,147345293,501177427.476563,763160742.21046,8283411,4902105204,472268384.625,95799257.3003109,311896145,596355680,8018838839.625,4088611227.22199,3592843502,16232234483,7.2,14.6,13.6,9.9,18.9,20,41,15.7,72,16,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,-,-,-,1
ex0-run73,3.60282562971115,57977,4194304,4171318.7279407,223178.73041632,13,38527166.890625,12632584.6109856,5831063,100695845,501177427.476563,298866762.53158,87898547,2066106930,616434670.25,38332701.6937536,573380230,687343638,8018838839.625,705762457.996847,7187175466,9172410432,12.7,12.3,15.1,11.9,14.9,12.3,11.6,13.5,73,16,8,FIXED-SIZE,4,-,-,-,-,-,MIN_FINGERPRINT,-,-,-,1
ex0-run74,3.44897477229436,256301,8388602,8320455.3459144,592834.028749182,10.4,48264577.2109375,19477994.3723432,6145658,139157382,501177427.476563,311743274.031884,50303975,2256888994,772233235.375,37722814.6715562,706803638,824015015,8018838839.625,535710722.894208,7210104435,8777521446,10.5,9.4,11,10.3,11.5,10.6,9.6,10.4,74,16,8,FIXED-SIZE,8,-,-,-,-,-,MIN_FINGERPRINT,-,-,-,1
ex0-run75,3.42480200131734,312987,6291433,5360186.39012366,1318050.01634956,19.3,25914593.140625,12286960.5649692,5542759,86931750,501177427.476563,535988573.888469,16802387,3657955973,414633490.25,60687916.9796388,311545130,486301938,8018838839.625,2508516368.61895,4187476946,10600068148,16.6,16.7,18.5,18.8,23,12,22,24.3,75,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MIN_FINGERPRINT,-,-,-,1
ex0-run76,3.24459451039632,1764555,12582884,9456177.87691628,2926122.83562131,19.3,27041723.3821138,16008250.5191778,3709172,92531942,521550493.634146,727438064.911895,6282040,4919730820,415766497,62862308.5340773,327176242,534846564,8018838839.625,2874337231.88539,4660269519,13485875715,22.4,18.2,23.3,16.1,20.8,12.2,25.2,13.9,76,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MIN_FINGERPRINT,-,-,-,1
ex0-run77,3.62779740095139,57977,4194304,4171318.7279407,223178.73041632,12.9,38911221.203125,11565006.4024154,12293714,69695372,501177427.476563,247214171.899537,71197646,1478264879,622579539.25,38677630.188788,569106118,691300819,8018838839.625,1150135630.69998,6255714992,10205274332,12.7,13.5,11,11.8,13.3,12.6,14.8,13.1,77,16,8,FIXED-SIZE,4,-,-,-,-,-,MAX_FINGERPRINT,-,-,-,1
ex0-run78,3.52156702677409,256301,8388602,8320455.3459144,592834.028749182,10.1,49690980.4921875,16394665.9023176,16458442,85474181,501177427.476563,277076960.063594,41916276,1586532341,795055687.875,61047612.1788236,675772009,865057103,8018838839.625,1547531857.89194,5732863397,11273822362,9.4,10,8.5,9.5,10,10.5,13,9.4,78,16,8,FIXED-SIZE,8,-,-,-,-,-,MAX_FINGERPRINT,-,-,-,1
ex0-run79,3.46341690619787,312987,6291433,5360186.39012366,1318050.01634956,19.8,25284861,13041347.2552146,6199349,106949697,501177427.476563,526479759.399204,9149121,2545877997,404557776,20027256.2162655,375098758,444467483,8018838839.625,2357075131.15563,5613730399,11753709201,13.5,19,14.4,18.6,15.9,27.3,29.6,20.3,79,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,-,-,-,1
ex0-run80,3.17648083766301,1764555,12582884,9456177.87691628,2926122.83562131,20.2,26035010.1803279,18528869.0258014,684849,131471663,525825497.680328,722823547.539948,4427805,3797275277,397033905.25,72998533.9912894,320824967,530284390,8018838839.625,3862057898.72907,4751457460,14685204016,12.3,15.1,17.4,14.8,14.8,31.5,37.3,18,80,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,-,-,-,1
ex0-run81,4.19215700229009,57977,4194304,4171318.7279407,223178.73041632,5.1,97656896.8125,13713529.7736584,64659047,147170638,501177427.476563,106397731.106056,301543137,807357189,1562510349,35549063.4629152,1506346833,1598016374,8018838839.625,290810274.342953,7528035922,8465018642,5,5,5.4,5.2,5.3,5.1,5.1,4.9,81,16,8,FIXED-SIZE,4,-,-,-,-,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex0-run82,4.11031401952108,256301,8388602,8320455.3459144,592834.028749182,4.8,105311065.804688,19660322.4433708,54753133,152822468,501177427.476563,133659553.041172,159240118,834170397,1684977052.875,89037402.4180481,1526957047,1787130245,8018838839.625,665875752.627974,6736546224,8853096761,4.7,4.9,4.9,4.5,5,4.4,4.7,4.8,82,16,8,FIXED-SIZE,8,-,-,-,-,-,FIRST_FINGERPRINT_7,True,0.01,False,1
ex0-run83,3.45706917047501,312987,6291433,5360186.39012366,1318050.01634956,14.9,33712517.984375,13600527.0862935,3879734,113261517,501177427.476563,526863962.119454,6285916,3967189058,539400287.75,50514546.5584719,475347810,604187033,8018838839.625,2484983968.41236,4836421213,12914452144,20.2,14.7,11.3,13.8,8.4,11.8,26,14.9,83,16,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,1
ex0-run84,3.24366232554118,1764555,12582884,9456177.87691628,2926122.83562131,16.2,30911253.890625,19421742.2683336,4043047,161395294,501177427.476563,761004680.391456,8283411,4792296041,494580062.25,90869905.3901186,330583058,592452409,8018838839.625,4176891701.85791,3613359015,16686766425,7.1,13.9,13.5,9,17.9,19.4,37.1,15.1,84,16,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,1
ex1-run85,12.3916907389959,195912,6291456,5627720.77299758,1231279.90426676,26.6,9699187516,nan,9699187516,9699187516,258351777526,nan,258351777526,258351777526,9699187516,nan,9699187516,9699187516,258351777526,nan,258351777526,258351777526,26.6,0,0,0,0,0,0,0,85,1,1,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,-,-,-,2
ex1-run86,12.0344647566477,195912,12582912,10287161.6439436,2921848.13459077,27.1,9536560620,nan,9536560620,9536560620,258351777526,nan,258351777526,258351777526,9536560620,nan,9536560620,9536560620,258351777526,nan,258351777526,258351777526,27.1,0,0,0,0,0,0,0,86,1,1,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,-,-,-,2
ex1-run87,12.4830567836761,195912,6291456,5627720.77299758,1231279.90426676,18.2,110717547.570313,24653031.4913883,57261123,189413051,2018373261.92187,1202761517.83634,628735830,7559291294,1771480761.125,125464337.348783,1602265745,1984182670,32293972190.75,3336609009.11781,27855306606,37808616115,18.7,16.2,20.3,19.1,17.3,17.5,16.6,20.3,87,16,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,-,-,-,2
ex1-run88,11.743191754818,195912,12582912,10287161.6439436,2921848.13459077,18.8,107081996.890625,29616959.6928723,51786861,190398584,2018373261.92187,1152368766.40257,398546436,6368579200,1713311950.25,99423702.5092935,1587698921,1874226029,32293972190.75,3088543254.83223,27083991938,36757152132,19.2,15.6,19.6,18.9,19.5,20.2,17.7,20.1,88,16,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,-,-,-,2
ex1-run89,12.3786049485207,195912,6291456,5627720.77299758,1231279.90426676,18.2,55565309.8984375,16404658.2385353,22254807,115538807,1009186630.96094,769342347.226044,185394418,4826068452,1778089916.75,117751010.309027,1573142227,1920769737,32293972190.75,3975048214.72045,28153068548,39625067150,18.4,18,18.2,18.9,16.1,21.1,16.4,17.9,89,32,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,-,-,-,2
ex1-run90,11.6701961239179,195912,12582912,10287161.6439436,2921848.13459077,18.8,53724164.8476563,21539601.4474031,8972071,136706407,1009186630.96094,790506750.808343,88999930,4978861352,1719173275.125,156473292.151124,1492446180,1884452963,32293972190.75,3815687165.21848,25497086623,36197599162,18.8,18.8,20,19.9,15.7,19.5,19.5,18,90,32,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,-,-,-,2
ex1-run91,12.3338518619537,195912,6291456,5627720.77299758,1231279.90426676,18.1,14129810.6015857,7978268.20471528,171383,74878416,256047351.363726,375559065.915452,2426456,3014324569,1782122362.125,117257800.674799,1625900322,1936497823,32293972190.75,4458461816.84814,26690386034,38438451796,15.5,16.9,19.9,17.6,"028,fslhomes_2012-8kb-only_014018019028",16.3,17.8,20.9,91,128,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,-,-,-,2
ex1-run92,11.4284360011419,195912,12582912,10287161.6439436,2921848.13459077,18.7,14880858.7227616,10362754.7622431,16384,76326137,278696631.635383,405327367.497645,391824,3233631156,1724319504.5,142072890.534428,1530953300,2009667406,32293972190.75,5163190803.70697,26296091732,40394291840,15.9,18.9,21.4,17.1,20.1,16,19.5,20.6,92,128,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,-,-,-,2
ex1-run93,12.529240389665,195912,6291456,5627720.77299758,1231279.90426676,19.2,104903824.84375,33076651.5987621,62353278,375702008,2018373261.92187,2368418861.64302,601844789,17137386615,1678461197.5,138329176.762802,1493853254,1975661537,32293972190.75,9842390469.17976,22597373192,49893279521,15.1,15.1,24.1,25.3,24.4,17.4,14.7,16.4,93,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MIN_FINGERPRINT,-,-,-,2
ex1-run94,11.9572339177132,195912,12582912,10287161.6439436,2921848.13459077,19.4,104055285.476563,39369315.7145795,44991446,388997443,2018373261.92187,2315558370.96869,594187253,16639704303,1664884567.625,183913715.627893,1478390690,2062981389,32293972190.75,9923146180.8974,21996194149,50928212226,14.9,14.9,25.1,24.7,25.1,18.5,16.1,15.1,94,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MIN_FINGERPRINT,-,-,-,2
ex1-run95,12.1803722818693,195912,6291456,5627720.77299758,1231279.90426676,19.2,52567141.6914063,23918371.8755001,13946477,341513494,1009186630.96094,1683752050.39989,174454624,16534937136,1682148534.125,131590011.692147,1483784920,1959444590,32293972190.75,11178179873.0815,21954394431,54345082916,15.4,21,25.2,14.8,14.8,27.7,16.3,16.2,95,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MIN_FINGERPRINT,-,-,-,2
ex1-run96,11.5812369187673,195912,12582912,10287161.6439436,2921848.13459077,19.3,52178446.4296875,28291173.9043078,4464036,362562388,1009186630.96094,1656685406.96107,131909841,16142775844,1669710285.75,149880771.673912,1571785332,2023338011,32293972190.75,11110014840.7058,23651733274,54646355627,14.6,22,26.5,14.7,15,27,17,16.3,96,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MIN_FINGERPRINT,-,-,-,2
ex1-run97,12.3636097153028,195912,6291456,5627720.77299758,1231279.90426676,19.1,13493347.826,12143174.4099325,125730,309366325,258351777.526,858195225.543419,2168726,15872091811,1686668478.25,158402189.713499,1497378267,1998352861,32293972190.75,7169380911.48937,24901731590,42794686374,16.1,15,23.3,25.9,21.4,17,15.3,19.5,97,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MIN_FINGERPRINT,-,-,-,2
ex1-run98,11.3860260526339,195912,12582912,10287161.6439436,2921848.13459077,19.3,14625381.5125409,14418988.3167228,16384,335132991,281735853.354417,876799777.069189,4604110,15669521083,1676434355.875,156052970.746911,1527985214,2002750783,32293972190.75,7022832123.70813,24297999457,43407915283,15.3,15.4,24.6,24.6,20.6,17.8,15.9,20,98,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MIN_FINGERPRINT,-,-,-,2
ex1-run99,12.6607249935468,195912,6291456,5627720.77299758,1231279.90426676,19.5,103619847.351563,21025636.4222783,48338552,179005955,2018373261.92187,2264049160.86429,644491733,17608796508,1657917557.625,86300934.1881476,1469655950,1732621098,32293972190.75,6251583612.53617,25428643481,39986809205,26.2,15.8,15.5,23.3,15.8,16.7,20.7,22.5,99,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,-,-,-,2
ex1-run100,11.4168040712674,195912,12582912,10287161.6439436,2921848.13459077,19.7,102401594.140625,29120488.0744931,40252509,189048223,2018373261.92187,2256269862.56336,657990103,17221668551,1638425506.25,172420384.435008,1426793461,1856323619,32293972190.75,6079905458.72758,25033673704,39712716053,27.4,15.8,16,22.9,17.2,17.7,20.2,21.5,100,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,-,-,-,2
ex1-run101,12.4308442989985,195912,6291456,5627720.77299758,1231279.90426676,19.4,51958658.9921875,15472039.7055816,12813539,123697007,1009186630.96094,1601246366.64788,200318609,16108322264,1662677087.75,64289205.3172143,1581442954,1746904010,32293972190.75,6913269981.04162,24967960769,40952046772,25.1,22.3,16.3,19.7,15.8,16.3,16,23.4,101,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,-,-,-,2
ex1-run102,11.7124486446381,195912,12582912,10287161.6439436,2921848.13459077,19.7,51297041.3164063,21789056.7807777,13529893,132053898,1009186630.96094,1607924060.66465,192022638,15907644036,1641505322.125,198304705.520738,1275728798,1961915272,32293972190.75,8323662755.70482,22495062187,43131144363,25.6,21.4,17.3,17.5,16.2,16.8,17.6,23.7,102,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,-,-,-,2
ex1-run103,12.276942718029,195912,6291456,5627720.77299758,1231279.90426676,19.4,13226780.594246,7936082.00205815,16384,87120057,256301366.593254,812275016.616759,2168726,15633565154,1666574354.875,102857771.956677,1508308035,1797039327,32293972190.75,10941029734.2782,23810535391,55693392783,14.8,16.6,19.6,16.1,32.4,23,15.7,15.8,103,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,-,-,-,2
ex1-run104,11.5653263012568,195912,12582912,10287161.6439436,2921848.13459077,19.6,14342955.7331155,10341605.9884993,16384,84013320,281428951.553377,840285671.62395,4398371,15323939615,1645854170.375,94004101.664711,1530625773,1794734294,32293972190.75,10484956380.481,24530945365,55779856004,15.1,17.6,18.9,15.8,31.1,24.7,15.6,17.2,104,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,-,-,-,2
ex1-run105,12.8029054284096,195912,6291456,5627720.77299758,1231279.90426676,17.2,117077146.132813,24999627.0055824,63768535,189413051,2018373261.92187,1195213303.53523,647582946,7543809306,1873234338.125,117437061.976355,1705312337,2067280847,32293972190.75,3293405337.35637,27887984793,37695455028,17.4,15.5,19.2,18.2,16.6,16.3,15.7,19.1,105,16,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,2
ex1-run106,11.9111120621363,195912,12582912,10287161.6439436,2921848.13459077,17.6,114777494.0625,32214414.4142641,22616884,215744443,2018373261.92187,1195914707.29472,51034559,6352138384,1836439905,88211383.234938,1730894629,1972688865,32293972190.75,3286200303.43582,27148921579,36643279398,17.9,14.6,18.6,17.8,18.1,18.8,16.1,18.8,106,16,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,2
ex1-run107,12.445506910483,195912,6291456,5627720.77299758,1231279.90426676,17,59265450.5859375,17195129.6568913,23757632,127066658,1009186630.96094,752205912.425195,197964882,4509551042,1896494418.75,119726298.430448,1665667238,2046924716,32293972190.75,3895099125.31924,28260990689,39528648450,17.4,16.9,16.7,17.8,15,20,15.2,17,107,32,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,2
ex1-run108,11.9573995113373,195912,12582912,10287161.6439436,2921848.13459077,17.7,56923268.1289062,21718792.5176165,8988455,136706407,1009186630.96094,783253571.467158,107137688,4953706794,1821544580.125,161372220.797537,1591289386,2005637180,32293972190.75,3758971121.91389,25580133028,36202951763,17.7,18,19.1,18.4,14.8,18.1,18.7,17,108,32,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,2
ex1-run109,12.7159775137901,195912,6291456,5627720.77299758,1231279.90426676,17,14941200.1543756,8250564.76569768,16384,78676057,254033212.906588,372376897.023409,2426456,2992501057,1899400069.625,117527180.579918,1721169678,2046529414,32293972190.75,3851013354.14831,28633794531,38384560340,15.6,15.9,17.6,16.6,18.8,15.2,16.7,19.5,109,128,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,2
ex1-run110,11.654660431544,195912,12582912,10287161.6439436,2921848.13459077,17.5,15645976.8527542,10583382.3466102,85124,79472111,273677730.430085,399897820.991753,391824,3215648909,1846225268.625,155067394.962159,1632291693,2167636046,32293972190.75,5163240251.16746,26283077683,40412394695,14.9,17.9,20.2,15.5,18.6,14.9,18.3,19.4,110,128,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,2
ex1-run111,106.926132965088,183632,6291456,5612047.94996823,1231431.20831886,14.2,60283082440,nan,60283082440,60283082440,856752076186,nan,856752076186,856752076186,60283082440,nan,60283082440,60283082440,856752076186,nan,856752076186,856752076186,14.2,0,0,0,0,0,0,0,111,1,1,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,-,-,-,3
ex1-run112,105.222731900215,82739,12582912,10221820.1320273,2936630.26628414,14.5,59181587562,nan,59181587562,59181587562,856752076186,nan,856752076186,856752076186,59181587562,nan,59181587562,59181587562,856752076186,nan,856752076186,856752076186,14.5,0,0,0,0,0,0,0,112,1,1,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,-,-,-,3
ex1-run113,46.9687186717987,183632,6291456,5612047.94996823,1231431.20831886,11,609611501.648438,56919199.6234317,458675780,765128049,6693375595.20312,13635025950.7908,4117144938,159424393350,9753784026.375,307376489.514697,9269418078,10349391149,107094009523.25,56891736746.9798,83036984099,247627037966,9.2,8.9,8.6,23.9,8.7,8.8,9.4,9.4,113,16,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,-,-,-,3
ex1-run114,43.8737706025441,82739,12582912,10221820.1320273,2936630.26628414,11.1,600386766.710938,71682654.0116387,440107560,801600324,6693375595.20312,13524858065.0379,3887458730,158118786504,9606188267.375,295070707.813228,9108676765,10070017590,107094009523.25,54832246266.6412,83871662250,242610298341,9.5,9.2,8.8,24.1,9,8.8,9.5,9.6,114,16,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,-,-,-,3
ex1-run115,45.3718761404355,183632,6291456,5612047.94996823,1231431.20831886,10.9,305691285.203125,39453383.5767237,195266058,430415988,3346687797.60156,9667712838.92359,1691657335,157113238993,9782121126.5,261920885.210217,9357173535,10056291121,107094009523.25,54286609548.8538,83226297860,241179077627,9.2,8.9,8.8,9.3,8.8,24,8.7,9.4,115,32,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,-,-,-,3
ex1-run116,44.3465328415235,82739,12582912,10221820.1320273,2936630.26628414,11.1,301047676.015625,48984254.9566037,183640661,469674385,3346687797.60156,9561235731.87764,1660161759,155361108990,9633525632.5,296449967.568679,9268601621,9974105971,107094009523.25,52508705058.233,85031492069,236864229730,9.5,9,8.8,9.6,9.2,24.4,9,9.4,116,32,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,-,-,-,3
ex1-run117,44.7244542082151,183632,6291456,5612047.94996823,1231431.20831886,10.9,76590846.4267578,19143388.1127116,26163090,197643289,836671949.400391,4826898022.01691,236938104,154863014043,9803628342.625,134604737.207464,9622886596,10063004075,107094009523.25,55448288373.1171,83343080344,244150424472,8.8,9,8.9,8.9,9.5,24.3,8.9,8.7,117,128,8,CONTENT-DEFINED,4,2,6,-,-,10,MAX_FINGERPRINT,-,-,-,3
ex1-run118,42.9364658713341,82739,12582912,10221820.1320273,2936630.26628414,11.1,75418926.4589844,24895168.7105221,19751907,223814591,836671949.400391,4767461500.07221,142907762,152880888221,9653622586.75,146155765.247131,9413273176,9849516397,107094009523.25,54210422616.8644,83425127323,240857396754,9,9.1,8.8,9.1,9.8,25,9.1,8.7,118,128,8,CONTENT-DEFINED,8,4,12,-,-,10,MAX_FINGERPRINT,-,-,-,3
ex1-run119,50.1625616272291,183632,6291456,5612047.94996823,1231431.20831886,8.9,753287635.835938,244494244.156305,417076360,1675277132,6693375595.20312,6134416398.68666,2206349541,41978187891,12052602173.375,618039949.028654,11081122091,13201548768,107094009523.25,12710157787.118,89553423953,123231986533,9,9.8,10.3,8.4,8.5,7.5,10,7.6,119,16,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,3
ex1-run120,46.5001027385394,82739,12582912,10221820.1320273,2936630.26628414,10.5,640509999.460938,106098081.471146,412565777,1293152886,6693375595.20312,6287562151.01802,1753608586,56129085948,10248159991.375,252666363.804291,9945228186,10580057785,107094009523.25,16722166412.1876,88005688583,140130163671,10.5,11.5,10.7,13.3,8.8,10.1,9.1,9.5,120,16,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,3
ex1-run121,47.3592431783676,183632,6291456,5612047.94996823,1231431.20831886,10,334190460.238281,69889621.2599133,220216681,986900086,3346687797.60156,4123920014.49233,1014404233,40366580138,10694094727.625,359677673.645241,10360673902,11496589787,107094009523.25,12970075174.7667,89359518759,124400851320,10.1,10.4,8.7,11.6,8.6,9.7,11.6,9.6,121,32,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,3
ex1-run122,44.8624021728834,82739,12582912,10221820.1320273,2936630.26628414,10.5,319330304.777344,67150925.632058,176069338,900170715,3346687797.60156,4167332608.72683,1622699691,45780066873,10218569752.875,444857877.230743,9656951727,10963657551,107094009523.25,14782552436.0573,91995939443,130181777913,11.2,10.2,12.3,11,9,9.5,9.1,11.4,122,32,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,3
ex1-run123,46.1127899487813,183632,6291456,5612047.94996823,1231431.20831886,10.1,82555009.4384766,23162615.201334,33609351,337826593,836671949.400391,1930725766.05142,74425515,33979652871,10567041208.125,299892180.884321,10147161261,11023784965,107094009523.25,10775631355.0826,89633121680,124313866807,8.8,10.3,11.4,9.6,10.1,10.6,9.2,11,123,128,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,3
ex1-run124,42.9570267001788,82739,12582912,10221820.1320273,2936630.26628414,10.4,80294103.5185547,29796633.2730043,13550309,338054988,836671949.400391,1930722964.09099,88281302,35639144283,10277645250.375,252531228.285997,10071884465,10864453951,107094009523.25,7960710106.32927,91966695905,117197649235,11.6,10.1,10.4,9,10,10.2,11.3,10.8,124,128,8,CONTENT-DEFINED,8,4,12,-,-,10,FIRST_FINGERPRINT_7,True,0.01,False,3
ex1-run125,48.5294415314992,183632,6291456,5612047.94996823,1231431.20831886,10.7,628307034.335938,63888556.1687498,510450386,1075289160,6693375595.20312,14268053394.2235,3932888078,166701192612,10052912549.375,300038361.26055,9736136814,10716430749,107094009523.25,58573432705.6121,84045585891,252000309374,8.6,8.8,8.7,23.5,8.7,8.5,8.6,8.8,125,16,8,CONTENT-DEFINED,4,2,6,-,-,10,FIRST_FINGERPRINT_7,-,-,-,3
